state_name,district_name,sub_district_name,villages
RAJASTHAN,Nagaur,Parbatsar,116
RAJASTHAN,Pali,Sojat,123
RAJASTHAN,Rajsamand,Bhim,141
RAJASTHAN,Rajsamand,Railmagra,98
RAJASTHAN,Rajsamand,Rajsamand,142
RAJASTHAN,Tonk,Deoli,186
RAJASTHAN,Tonk,Malpura,160
RAJASTHAN,Udaipur,Girwa,325
RAJASTHAN,Udaipur,Lasadiya,114
TAMIL NADU,Coimbatore,Coimbatore North,35
TAMIL NADU,Coimbatore,Pollachi,116
TAMIL NADU,Erode,Gobichettipalayam,60
TAMIL NADU,Erode,Sathyamangalam,75
TAMIL NADU,Kancheepuram,Tambaram,8
TAMIL NADU,Kancheepuram,Tirukalukundram,101
TAMIL NADU,Nagapattinam,Thirukkuvalai,35
TAMIL NADU,Namakkal,Tiruchengode,101
TAMIL NADU,Perambalur,Kunnam,89
TAMIL NADU,Pudukkottai,Alangudi,69
TAMIL NADU,Ramanathapuram,Kamuthi,49
TAMIL NADU,Ramanathapuram,Ramanathapuram,67
TAMIL NADU,Salem,Salem,95
TAMIL NADU,Thanjavur,Orathanadu,118
TAMIL NADU,Thanjavur,Papanasam,106
TAMIL NADU,The Nilgiris,Udhagamandalam,10
TAMIL NADU,Theni,Uthamapalayam,32
TAMIL NADU,Thiruvallur,Mathavaram,17
TAMIL NADU,Thoothukkudi,Ottapidaram,63
TAMIL NADU,Tiruchirappalli,Srirangam,49
TAMIL NADU,Tiruchirappalli,Tiruchirappalli,1
TAMIL NADU,Tirunelveli,Veerakeralamputhur,22
TAMIL NADU,Tiruppur,Madathukulam,35
TAMIL NADU,Tiruvannamalai,Tiruvannamalai,215
TAMIL NADU,Vellore,Arcot,98
TAMIL NADU,Viluppuram,Tirukkoyilur,180
TAMIL NADU,Viluppuram,Vanur,80
TAMIL NADU,Virudhunagar,Tiruchuli,150
TRIPURA,North Tripura,Kumarghat,22
TRIPURA,South Tripura,Amarpur,21
TRIPURA,South Tripura,Rupaichhari,29
TRIPURA,West Tripura,Padmabil,18
UP,Aligarh,Iglas,186
UP,Aligarh,Khair,179
UP,Auraiya,Bidhuna,430
UP,Azamgarh,Azamgarh,666
UP,Azamgarh,Nizamabad,563
UP,Baghpat,Khekada,52
UP,Ballia,Bansdih,486
UP,Balrampur,Utraula,363
UP,Bara Banki,Ramsanehighat,249
UP,Bareilly,Faridpur,382
UP,Basti,Basti,1102
UP,Bijnor,Bijnor,551
UP,Bijnor,Dhampur,890
UP,Bijnor,Najibabad,520
UP,Bulandshahr,Anupshahr,139
UP,Bulandshahr,Shikarpur,182
UP,Faizabad,Bikapur,340
UP,Gautam Buddha Nagar,Dadri,110
UP,Ghaziabad,Hapur,215
UP,Ghazipur,Saidpur,646
UP,Gonda,Gonda,589
UP,Hardoi,Sandila,416
UP,Hardoi,Sawayajpur,379
UP,Jhansi,Garautha,153
UP,Jyotiba Phule Nagar,Dhanaura,339
UP,Kanpur Dehat,Bhognipur,218
UP,Kanpur Dehat,Rasulabad,178
UP,Kaushambi,Manjhanpur,314
UP,Kaushambi,Sirathu,290
UP,Kushinagar,Padrauna,558
UP,Mau,Madhuban,353
UP,Mirzapur,Lalganj,431
UP,Muzaffarnagar,Shamli,135
UP,Pilibhit,Pilibhit,469
UP,Pratapgarh,Pratapgarh,410
UP,Pratapgarh,Raniganj,303
UP,Rampur,Tanda,180
UP,Shahjahanpur,Tilhar,610
UP,Siddharthnagar,Naugarh,479
UP,Sitapur,Sidhauli,317
UTTARAKHAND,Almora,Chaukhutiya,176
UTTARAKHAND,Almora,Jainti,125
UTTARAKHAND,Dehradun,Kalsi,170
UTTARAKHAND,Hardwar,Hardwar,134
UTTARAKHAND,Nainital,Ramnagar,146
UTTARAKHAND,Pithoragarh,Berinag,299
WEST BENGAL,Bankura,Hirbandh,121
WEST BENGAL,Bankura,Kotulpur,169
WEST BENGAL,Bankura,Patrasayer,160
WEST BENGAL,Bankura,Taldangra,145
WEST BENGAL,Barddhaman,Bhatar,107
WEST BENGAL,Barddhaman,Jamalpur,123
WEST BENGAL,Birbhum,Bolpur Sriniketan,169
WEST BENGAL,Birbhum,Khoyrasol,170
WEST BENGAL,Birbhum,Mayureswar - II,131
WEST BENGAL,Dakshin Dinajpur,Tapan,279
WEST BENGAL,Darjiling,Jorebunglow Sukiapokhri,43
WEST BENGAL,Haora,Bagnan - II,42
WEST BENGAL,Hugli,Arambag,159
WEST BENGAL,Jalpaiguri,Kumargram,53
WEST BENGAL,Koch Bihar,Mekliganj,186
WEST BENGAL,Maldah,Chanchal - I,100
WEST BENGAL,Murshidabad,Samserganj,33
WEST BENGAL,Nadia,Karimpur - II,71
WEST BENGAL,Nadia,Krishnagar - I,90
WEST BENGAL,North Twenty Four Parganas,Sandeshkhali - II,24
WEST BENGAL,Paschim Medinipur,Binpur - I,553
WEST BENGAL,Purba Medinipur,Bhagawanpur - II,168
WEST BENGAL,Purba Medinipur,Potashpur - I,139
WEST BENGAL,Purba Medinipur,Potashpur - II,151
WEST BENGAL,Purba Medinipur,Ramnagar - II,137
WEST BENGAL,Puruliya,Arsha,96
WEST BENGAL,Puruliya,Bagmundi,142
WEST BENGAL,South Twenty Four Parganas,Bishnupur - II,53
WEST BENGAL,South Twenty Four Parganas,Mathurapur - I,95
WEST BENGAL,South Twenty Four Parganas,Sonarpur,65
